someone,0.6245963588203352
btcnews,0.623095413805477
gate_io,0.6229190809818527
shitcoin,0.6203811970706086
10,0.6197505455854981
posting,0.6190600638747717
pattern,0.6180253299215785
calls,0.6178625447332596
steins02875264,0.6169019317556431
shibnobiarmy,0.6169019317556431
androidis28,0.6169019317556431
ombinar,0.6169019317556431
theshinjagirl,0.6169019317556431
azel1000x,0.6169019317556431
shibnobigaming,0.6169019317556431
timucin_uluer,0.6169019317556431
mongolianshinja,0.6169019317556431
cmrcamurrr,0.6169019317556431
lucky01_strk,0.6169019317556431
shinjawarrior,0.6169019317556431
44trader_,0.6169019317556431
high,0.6130823431345555
neutral,0.6089170266473156
greed,0.6089170266473156
kris,0.6080488405530752
reset,0.6080488405530752
kind,0.6080488405530752
kind_kris,0.6080488405530752
museumofartbase,0.6080488405530752
ths,0.6080488405530752
monero,0.6080488405530752
museumofcryptoart,0.6080488405530752
installation,0.6080488405530752
50k,0.6071310957186483
heading,0.6071310957186483
low,0.6069364363841286
ever,0.6065454615872855
chain,0.6051060578853986
promises,0.6024821538538873
day,0.60212021917381
forever,0.6018167445380292
turns,0.6011269594143012
hold,0.5999436586134504
completely,0.5995332767639034
code,0.5985264792009874
experts,0.5975033700605261
defichain,0.5956067411351768
dfi,0.5956067411351768
btcsfundamentals,0.5951420759783321
speculating,0.5951420759783321
adopting,0.5915031237064672
microstrategy,0.5899416194456805
communism,0.5897228399912543
bitcoin_win,0.5897228399912543
following,0.5886472559531597
popular,0.5877727540629213
2022,0.5876962180109223
holders,0.5868028311256046
buys,0.5866537592630943
spot,0.58654651232932
key,0.58654651232932
tonevays,0.58654651232932
shellylegit,0.58654651232932
wealth,0.5863382113267012
grow,0.5853785802085936
based,0.585050019299399
paper,0.584557098635999
upset,0.5828473790633876
option,0.5824291445803764
always,0.582386321187971
peace,0.5799051338948833
community,0.5793928522751433
grreat,0.5790556990503556
obnoxious,0.5785648298249464
tcourtois1ii,0.5773502691896258
tbh,0.5773502691896258
shite,0.5773502691896258
gonna,0.5754449047778118
pi,0.5717439330630986
banned,0.5667480024314888
24,0.5655466144518516
oman,0.5649716775329054
breakingnews,0.5649716775329054
framework,0.5649716775329054
incorporate,0.5649716775329054
assets,0.5649716775329054
estate,0.5649716775329054
virtual,0.5649716775329054
chart,0.5631700133872563
chipshortage,0.5621488625157899
ether,0.561525607946072
might,0.5602279115369473
moonbird,0.5585086600195189
guys,0.5584572999211852
asharmy,0.5584572999211852
ashwsbreal,0.5584572999211852
openseanft,0.5580418228808603
gives,0.5571081520976449
bitcoinnews,0.556561622229766
shows,0.5562811013947884
said,0.5561770175148084
executive,0.5561770175148084
sell,0.5556201060751598
sleep,0.5549035040762221
gets,0.5541979339520191
visit,0.5537436389055902
alts,0.5531398904124458
child,0.5530653307299539
cheap,0.5505173759024026
progress,0.5491599609566918
plebs,0.5491599609566918
add,0.5490349129814827
tippingand,0.5490349129814827
remains,0.547995213434015
stronger,0.5455877814553992
stuff,0.5451927906826936
every,0.544612026971107
target,0.542346626005343
gems,0.541607716501739
security,0.539761205073557
fundamentals,0.5368600048288158
2030,0.5359656306416156
fib,0.5350854147281703
forget,0.5347223255895568
10000,0.5334635862201339
aoki,0.533275162933105
something,0.5320966161125313
revolution,0.5313789197457239
city,0.5313789197457239
near,0.5313789197457239
006,0.5305560067267134
win,0.5303982893498944
jayecane,0.5301974025157801
cornholdio,0.5288207532151901
true,0.5288207532151901
selling,0.5278088348311084
north,0.5250541801125674
hunt,0.5230959973355271
marketbitcoin,0.5221459509175937
believes,0.5217748933300712
trader,0.5217748933300712
jamiebtc,0.5217748933300712
verge,0.5199631240907877
yup,0.5199631240907877
ready,0.5192687595103898
40372,0.5169506841345262
successful,0.515773821953078
safe,0.5147482559839769
hodl,0.5146855826311807
isaac,0.5135243497036054
newtonbitcoin,0.5135243497036054
unite,0.5135243497036054
3793548699ethereum,0.5131608252205178
40378,0.5131260098237331
history,0.5114229328101277
tide,0.5114229328101277
100trillionusd,0.5114229328101277
3793648699ethereum,0.5077454605629852
left,0.5071293245144676
converted,0.5068752141016869
whales,0.5068284460596447
wizard,0.5059375053165344
0x__vs,0.5059375053165344
anonymous,0.5059375053165344
inflation,0.5059197380099791
direction,0.5042693296961058
40386,0.5042266729528437
3793748699ethereum,0.5042266729528437
portugal,0.502967223199966
close,0.5024308827949527
flag,0.5019087958928429
outlasted,0.5
critics,0.5
willbitcoin,0.5
ring,0.5
socialifex,0.4999876309914091
fast,0.49862862329631874
ifwhen,0.497745591542597
1015,0.497745591542597
portfolios,0.497745591542597
losses,0.497745591542597
ofcourse,0.497745591542597
approved,0.4970271527796154
application,0.4970271527796154
hi_mija,0.4970271527796154
upside,0.4968529298646358
lcnb,0.49542194331872563
hack,0.4950946054647349
giveaway,0.4948775104255587
home,0.4918106354399163
take,0.49145909921726083
wonderful,0.49004360101186545
amazinglove,0.49004360101186545
bro,0.49004360101186545
reminds,0.48849598394838695
againyou,0.48849598394838695
cel,0.48849598394838695
anything,0.48638705801293347
satoshis,0.4861044056583186
cryptogems555,0.48524963443920577
old,0.4834123437245347
vrsw,0.47934886952730277
memo,0.478781019842866
smdiehl,0.4787286258164761
slot,0.4787286258164761
theme,0.4787286258164761
airdropdet,0.47871992869196955
solid,0.4786727571545546
rest,0.4779445142310333
nah,0.4779445142310333
5eth,0.4779445142310333
mstrade,0.4773094571722165
together,0.47700093695559603
talks,0.47657584591964547
sings,0.47657584591964547
cookie,0.47657584591964547
getting,0.47488168564762456
company,0.47486499691400974
love,0.47391761994973336
longterm,0.47345537119459463
range,0.46935861343636426
may,0.4686701783898013
turn,0.468039169308917
milkywaybuddha,0.46756607423433577
shitcoiner,0.46756607423433577
onchaincollege,0.4673028632025885
spread,0.46586029951145735
hes,0.46528645848234446
somehow,0.46528645848234446
building,0.4630974458899749
put,0.46298015856151775
5055,0.46298015856151775
narrow,0.4620843038747943
gmt,0.4597275648778876
snoopdogg,0.4587723938167372
wizkhalifa,0.4587723938167372
ftx,0.45832940366606445
okex,0.45832940366606445
gateio,0.45832940366606445
kucoin,0.45832940366606445
rails,0.4553166513878526
1goonrich,0.4552040204025172
cryptodivabsc,0.4552040204025172
fth0625,0.4552040204025172
steady,0.4552040204025172
climb,0.4552040204025172
amazing,0.4552040204025172
features,0.4552040204025172
mmm,0.4552040204025172
altcoinseason2022,0.4552040204025172
cryptogemscom,0.4552040204025172
abear,0.45507720199291
dead,0.45243283882356333
needazar,0.45155587048713913
psikoape,0.45155587048713913
bscgemsniper,0.45155587048713913
ulaemre2,0.45155587048713913
mexc_global,0.45155587048713913
times,0.4482352614607299
whats,0.4480584999621726
sea,0.4478280943133631
mode,0.4467116704225414
stable,0.4467116704225414
40kturned,0.4467116704225414
anc,0.44660693800833545
86,0.4446421877544495
actual,0.44330576755540024
course,0.44304538736075194
ocsc,0.4423483503140589
keeps,0.4420414949090048
care,0.4420414949090048
honey,0.4420414949090048
badger,0.4420414949090048
possible,0.44108546428451734
spent,0.44017876834044023
referral,0.43926334767901953
strong,0.43888811571014885
mcrt,0.43888811571014885
magiccraftgame,0.43888811571014885
way,0.43640935643726636
learn,0.43639725579541855
strike,0.4360875067811427
electricity,0.43591325915314316
gummies,0.43545590843172616
accepted,0.43545590843172616
youngdeanz,0.43545590843172616
greenstwellness,0.43545590843172616
index,0.4351914499416857
analytical,0.4351914499416857
state,0.4351914499416857
regarding,0.4351914499416857
done,0.4351914499416857
bought,0.4350579193588749
agency,0.4350579193588749
global,0.43288324517381915
buyorders,0.43207063755372294
unfilled,0.43207063755372294
simply,0.43138165060031075
stepn,0.42942774833497277
surveys,0.42683337369943203
sign,0.42683337369943203
earned,0.42683337369943203
called,0.42683337369943203
40,0.42683337369943203
joined,0.42683337369943203
instant,0.42683337369943203
cashapp,0.42683337369943203
signup,0.42683337369943203
bonus,0.42683337369943203
yearly,0.4267973658156591
loses,0.4267973658156591
46k,0.4267973658156591
create,0.4257057421404151
tasks,0.4257057421404151
jobboycom,0.4257057421404151
wheni,0.4256708006533607
soonbitcoin,0.4256708006533607
100000,0.4256708006533607
whalegurubitcoin,0.42542346931178526
small,0.4252429280467348
1hour,0.4240718911330166
45,0.42377258155194897
notigang,0.42377258155194897
regains,0.4234099365069637
sentiment,0.4234099365069637
bigthing,0.42238676090423627
education,0.4222746533617685
collect,0.4215901072539649
xrpl,0.4215901072539649
theyll,0.4212183144272501
makeorbreak,0.42012979812770224
prediction,0.42012979812770224
55200,0.4199831488924905
store,0.41989065594075037
vote,0.41989065594075037
run,0.4183782580431315
arrow,0.4173539203231553
beliefcoinlocally_exchange,0.41706074192484904
contrary,0.41706074192484904
stocks,0.41706074192484904
accumulate,0.41686355636843114
sound,0.41686355636843114
mike,0.41686355636843114
date,0.4165213430805712
miloinu,0.4159545757622967
definitely,0.41545067355268517
updated,0.41205058682233775
kempsterr,0.4111662305279921
mongering,0.4111662305279921
looks,0.4111180335436321
send,0.41010370169353494
applications,0.41010370169353494
simple,0.40764777143932707
dip,0.40708001788794046
precious,0.40668651007377055
metals,0.40668651007377055
sledgehammer,0.4052357731833433
tool,0.4052357731833433
math,0.4052357731833433
thiel,0.4040640429020787
2022conference,0.4040640429020787
keynote,0.4040640429020787
paypal,0.4040640429020787
cofounder,0.4040640429020787
peter,0.4040640429020787
cryptomarkverse,0.402739741282908
essential,0.402739741282908
adoption,0.40023367634237356
taproot,0.40023367634237356
problem,0.40023367634237356
raishizhindusunderattackinindia7847,0.39995944028688013
raishizpbksvsrh4781,0.39995944028688013
haunttraders,0.3998905064734697
influencers,0.39965691105184276
heidi,0.39965691105184276
extended,0.398854097378748
android,0.39692510025218186
ios,0.39692510025218186
integration,0.39692510025218186
provider,0.39692510025218186
payments,0.39692510025218186
bitpay,0.39692510025218186
service,0.39692510025218186
theatre,0.39692510025218186
adam,0.39692510025218186
aron,0.39692510025218186
disclosed,0.39692510025218186
luckbnb,0.3966918579042138
investments,0.3947257607487475
web3_coin,0.39423999453276987
bscgems,0.39423999453276987
bitcoinjenifer,0.39423999453276987
grosshoneygreat,0.39423999453276987
initiative,0.39423999453276987
saying,0.3942050266310891
bsv,0.39184306599837654
restores,0.39184306599837654
original,0.39184306599837654
protocol,0.39184306599837654
view,0.39184306599837654
magazine,0.39033594553837514
sportsbook,0.39033594553837514
voice,0.39033594553837514
robinson,0.39033594553837514
jackie,0.39033594553837514
sport,0.39033594553837514
touched,0.3897689402682761
1000000,0.3897416559130622
1649,0.38746556604977433
1582,0.38746556604977433
limited,0.38743341568455536
subsidy625bitcoin,0.3867492315171472
moves,0.38637597901301246
rules,0.38637597901301246
outflows,0.38619740689316495
5week,0.38619740689316495
cryptographic,0.38547955750090507
airplane,0.38537073975295216
longer,0.38537073975295216
bitcoinmagazine,0.38537073975295216
yungguccit,0.38537073975295216
maxbit,0.38521451518907235
advance,0.3827332935413112
partners,0.3827332935413112
nifty,0.3827332935413112
seneca,0.3827332935413112
secure,0.38121240938831435
cfxntoken,0.38121240938831435
cfxn,0.38121240938831435
demand,0.3807410697231103
iota,0.38035589516137086
bias,0.38035589516137086
post,0.38035589516137086
targets,0.38035589516137086
basket,0.38035408943217075
btc_archive,0.38035408943217075
boring,0.38035408943217075
115029,0.37890542874191313
115026,0.37890542874191313
technicalanalysis,0.3785997533909739
linkusd,0.3785997533909739
writing,0.3784810345123313
becoin,0.37814942925307865
melindwr2,0.3755621842754271
74430,0.3755621842754271
stokeshiphop,0.3755621842754271
118418,0.3755621842754271
1077731,0.375562184275427
sirkillalot2k6,0.375562184275427
bad,0.37486068562077246
seen,0.37246363656717985
miami,0.3718660040955027
triggered,0.3718660040955027
successfully,0.3718660040955027
youve,0.3718660040955027
congrats,0.3718660040955027
bahamas,0.3718660040955027
thinkingbitmex,0.3718660040955027
founders,0.37149000648209624
rewardfully,0.37149000648209624
fundraiseno,0.37149000648209624
30,0.37149000648209624
sec,0.37149000648209624
friendly,0.37149000648209624
lawsuitno,0.37149000648209624
decentralizedtop,0.37149000648209624
profitable,0.37149000648209624
minethe,0.37149000648209624
sto,0.37149000648209624
raven,0.37149000648209624
icono,0.37149000648209624
fork,0.37149000648209624
premining,0.37149000648209624
presaleno,0.37149000648209624
rvn,0.37149000648209624
developer,0.37149000648209624
luke31138162,0.3710509635855079
shitter,0.3710509635855079
vax2023,0.3710509635855079
morebitcoin,0.3710340364442852
entities,0.3709021342635466
millions,0.3705561774176591
reshaping,0.36992738328895125
industry,0.36992738328895125
music,0.36992738328895125
innovating,0.36992738328895125
battle,0.3691056154908852
alert,0.368012067179308
cosmopolitan,0.368012067179308
algorithmictrading,0.368012067179308
thecryptococktail,0.368012067179308
polyusdt,0.368012067179308
ou,0.3673550167879462
success,0.3671882426184085
tremendous,0.3671882426184085
microstrategys,0.3671882426184085
thelevelupexp,0.3668696861751804
away,0.3647570709273177
hell,0.3647570709273177
sick,0.3647570709273177
w_s_bitcoin,0.3647570709273177
russia,0.3646935246234886
suggests,0.3646935246234886
bill,0.3646935246234886
walk,0.3638502710710729
light,0.3638502710710729
pro,0.3625316826699108
195300000,0.3625316826699108
na,0.3625316826699108
mtl,0.3625316826699108
mtlusdt,0.3625316826699108
bemil,0.36116709826701054
merger,0.3591155851084771
halving,0.3591155851084771
paperhand,0.3591155851084771
anons,0.3591155851084771
whale,0.3591155851084771
become,0.35851897116249576
production,0.3580396198273242
accumulated,0.3580396198273242
inner,0.356397021007616
labor,0.356397021007616
knowing,0.356397021007616
survive,0.356397021007616
hundreds,0.356397021007616
really,0.3559997405260507
holy,0.3559997405260507
crap,0.3559997405260507
guard,0.35421297533384305
foundation,0.35421297533384305
bit,0.353905333608855
proponent,0.353905333608855
advocacy,0.353905333608855
control,0.3529801992054698
jackshit,0.3529801992054698
loudest,0.3529801992054698
haters,0.3529801992054698
guns,0.3529801992054698
gun,0.3529801992054698
ones,0.3529801992054698
abuse,0.35110830454555453
webs,0.35110830454555453
wired,0.35110830454555453
took,0.35110830454555453
tracers,0.35110830454555453
site,0.35110830454555453
otc_bitcoin,0.35031267389100584
quick,0.35031267389100584
truebit,0.35031267389100584
able,0.35031267389100584
sale,0.3499530580685796
week,0.3499530580685796
intermittent,0.3499530580685796
battleamp039,0.34627075599411933
amp039an,0.34627075599411933
thank,0.34543540067396405
amazoncom,0.34543540067396405
list,0.34543540067396405
1896uwurka9j4mcbsdwfmc1pynarfwyxuf,0.34543540067396405
barbudawe,0.34543540067396405
loveantigua,0.34543540067396405
m15,0.3408720342656494
m5,0.3408720342656494
m1,0.3408720342656494
crosschain,0.33862331180959754
build,0.33862331180959754
implied,0.33862331180959754
charles,0.33862331180959754
cardanos,0.33862331180959754
cc2f8a2045ca4260bffa6308a1e467c2bitcoin,0.33832343289593053
2ed8fa334d7246aeb44b521cb3125bfebitcoin,0.33662428065323624
