id,handle,created_at,text,cleaned_text
1515653333645619201,VanZoy1,2022-04-17 11:28:08+00:00,"@Bitcoinsensus Hey Everyone,

Buy and Hold #Bitcoin in @AltbaseApp - The Home of #Altcoins.

The number 1 Apps for trading #cryptocurrency .

Check this out!

#BSC #BSCGEM https://t.co/uex2hmhHSl",bitcoinsensus hey everyonebuy hold bitcoin altbaseapp home altcoinsthe number 1 apps trading cryptocurrency check outbsc bscgem
1515653331385208840,JamesWi74056284,2022-04-17 11:28:08+00:00,"@Faisal3ez ""Are you looking for a secure and reliable crypto exchange? CFXN Token is the best crypto exchange. @CFXNToken is a secure and reliable crypto exchange.

Visit: https://t.co/P07xCOLnEs

#CFXN #CFXNToken #cryptocurrency #Invest #Bitcoin #Blockchain #Exchange""",faisal3ez looking secure reliable crypto exchange cfxn token best crypto exchange cfxntoken secure reliable crypto exchangevisit cfxn cfxntoken cryptocurrency invest bitcoin blockchain exchange
1515653327010336770,_The_Emissary,2022-04-17 11:28:07+00:00,"https://t.co/4nzJUdB8uM Inc Chief Executive Officer Andy Jassy said the e-commerce giant is not close to adding cryptocurrency as a payment option to its retail business.
#Amazon #cryptocurrency #Crypto #Bitcoin",inc chief executive officer andy jassy said ecommerce giant close adding cryptocurrency payment option retail businessamazon cryptocurrency crypto bitcoin
1515653324883828741,justindraplin,2022-04-17 11:28:06+00:00,We need new #crypto options. If every company created just buys and sells #bitcoin and #Ethereum  what’s the actual utility?  Only use is people making money off of trading #NFTs  and #cryptocurrency Let’s do better together.,need new crypto options every company created buys sells bitcoin ethereum whats actual utility use people making money trading nfts cryptocurrency lets better together
1515653320580370435,ash14326,2022-04-17 11:28:05+00:00,Trading volume @binance @coinbase was drop to extreme fear. Everyone is less trade. Wait and see. I also prepare more ammo to buy more #Bitcoin and #Altcoins if the prices drop more and more..,trading volume binance coinbase drop extreme fear everyone less trade wait see also prepare ammo buy bitcoin altcoins prices drop
1515653308698013699,Loster,2022-04-17 11:28:02+00:00,"@cornholdio @mike_maloney Man are you this narrow minded. What, it's failed as money in the last 100 years? It's been our backstop money for thousands, and civilisational technologies absolutely do come and go.

Bitcoin prob will be 21st century money but these things also be true.",cornholdio mike_maloney man narrow minded failed money last 100 years backstop money thousands civilisational technologies absolutely come gobitcoin prob 21st century money things also true
1515653298841427970,LivePriceCrypto,2022-04-17 11:28:00+00:00,"#Bitcoin Last Price $40386 #BTC 🚀
Daily Indicators:
RSI: 41.4
MA(20): 43318
MA(50): 42153
MA(200): 48137
Bollinger B. lower/upper: 37937/48699

#Ethereum Last $3041 #ETH
RSI: 45.9
MA(20): 3237
MA(50): 2987
MA(200): 3494
BB: 2886/3589

DM for project price!
#Crypto #Live

37557",bitcoin last price 40386 btc daily indicatorsrsi 414ma20 43318ma50 42153ma200 48137bollinger b lowerupper 3793748699ethereum last 3041 ethrsi 459ma20 3237ma50 2987ma200 3494bb 28863589dm project pricecrypto live37557
1515653289936924673,webnowcompany,2022-04-17 11:27:58+00:00,"Cardano's Charles Hoskinson implied that for the platform to be truly decentralized, they would build a cross-chain between bitcoin (BTC), dogecoin (DOGE),...Read more: https://t.co/1FZxcgOYla",cardanos charles hoskinson implied platform truly decentralized would build crosschain bitcoin btc dogecoin dogeread
1515653261285478402,Nahid93080631,2022-04-17 11:27:51+00:00,"@weedverse @SnoopDogg @wizkhalifa This is very good opportunity to grab this giveaway project.
We are support This project.

@Nahid8022 
@nahida_shanta 
@NahidaS07729710  

@SnoopDogg @wizkhalifa 
#Airdrops #Bitcoin #WeedverseStrains #AirdropDet #Crypto #Blockchain",weedverse snoopdogg wizkhalifa good opportunity grab giveaway projectwe support projectnahid8022 nahida_shanta nahidas07729710 snoopdogg wizkhalifa airdrops bitcoin weedversestrains airdropdet crypto blockchain
1515653248178294786,sahigard,2022-04-17 11:27:48+00:00,"@OfficialTravlad Wish me luck

#BNB #BSC #NFT #NFTCommmunity #BSCGemsAlert #Solana #Bitcoin #airdrop #cryptocurrency https://t.co/tgXJ7Kc6Aw https://t.co/I8fOeCu6z2",officialtravlad wish luckbnb bsc nft nftcommmunity bscgemsalert solana bitcoin airdrop cryptocurrency
1515653246303449094,siyctakeoff,2022-04-17 11:27:48+00:00,"Do you know some of the highest Bitcoin owners invested years ago and where early adaptors.....The opportunity is not yet over, #SIYC is here to give you a better opportunity with the intense use cases and utility...
@ShibaInuYC https://t.co/4BUcZkqNIR",know highest bitcoin owners invested years ago early adaptorsthe opportunity yet siyc give better opportunity intense use cases utilityshibainuyc
1515653240955809792,toparsenalwin,2022-04-17 11:27:46+00:00,@OfficialTravlad #Giveaways #Bitcoin #Notigang #airdrop #nfts #NFTCommmunity @EMB00007 join here 45 more to go https://t.co/Fec2o9eow7,officialtravlad giveaways bitcoin notigang airdrop nfts nftcommmunity emb00007 join 45 go
1515653234588852232,BlueOnyx1,2022-04-17 11:27:45+00:00,"""JUST IN: $1 Billion in #Bitcoin has flowed out of #crypto exchanges in the past 24 hours.""  Whaleguru

#Bitcoin https://t.co/BgLvdA8pki",1 billion bitcoin flowed crypto exchanges past 24 hours whalegurubitcoin
1515653230230970372,anyeud1,2022-04-17 11:27:44+00:00,@AltcoinDailyio Bitcoin instead,altcoindailyio bitcoin instead
1515653227718623236,HodlingBitcoin,2022-04-17 11:27:43+00:00,Paypal Co-Founder Peter Thiel – Bitcoin Keynote – Bitcoin 2022 Conference https://t.co/HK8V5NRuof,paypal cofounder peter thiel bitcoin keynote bitcoin 2022conference
1515653220743323657,realcryptohippy,2022-04-17 11:27:41+00:00,"Huge NEWS!
Russia is considering adopting #crypto as Legal Tender, BOOM!

Almost can't believe it, If it happens, then the course of events will change for many countries!

Leave your thoughts below👇  

Read more
https://t.co/2QaLzlb2Mp",huge newsrussia considering adopting crypto legal tender boomalmost cant believe happens course events change many countriesleave thoughts read
1515653205283246085,CleopatraAmster,2022-04-17 11:27:38+00:00,"@saylor Yup, bitcoin is on the verge of death",saylor yup bitcoin verge death
1515653193841188868,Wicht10,2022-04-17 11:27:35+00:00,@Bitcoin_phan Fuuuuuuuck my buyorders will stay unfilled forever. Always the same...,bitcoin_phan fuuuuuuuck buyorders stay unfilled forever always
1515653180843044864,34Ytrmc,2022-04-17 11:27:32+00:00,@MatthewHyland_ Strong Long 👀🤑 $MCRT #BTC #Bitcoin #BNB #MagicCraftGame 🚀,matthewhyland_ strong long mcrt btc bitcoin bnb magiccraftgame
1515653176925597696,benmai750v,2022-04-17 11:27:31+00:00,"@HotcoinGlobal Do you know some of the highest Bitcoin owners invested years ago and where early adaptors.....The opportunity is not yet over, #SIYC is here to give you a better opportunity with the intense use cases and utility...",hotcoinglobal know highest bitcoin owners invested years ago early adaptorsthe opportunity yet siyc give better opportunity intense use cases utility
1515653166641070085,lanuo2,2022-04-17 11:27:29+00:00,"Pi is a new digital currency being developed by a group of Stanford PhDs. For a limited time, you can join the beta to earn Pi and help grow the network. To join Pi, follow this link https://t.co/vADxMOHoRV and use my username (leshan521) as your invitation code. #Bitcoin #NFT",pi new digital currency developed group stanford phds limited time join beta earn pi help grow network join pi follow link use username leshan521 invitation code bitcoin nft
1515653157392691202,JohnnyArlen,2022-04-17 11:27:26+00:00,"if bitcoin maxis weren’t such insufferable, condescending, obnoxious parodies of human, maybe people would make an attempt to…",bitcoin maxis werent insufferable condescending obnoxious parodies human maybe people would make attempt
1515653154041634822,MmunirZaman,2022-04-17 11:27:26+00:00,@100trillionUSD Bigger than any tide in history! Bitcoin 🚀,100trillionusd bigger tide history bitcoin
1515653151583526915,HappyHippoDefi,2022-04-17 11:27:25+00:00,"@rovercrc Bitcoin has dipped more than 20% from it's all time high, so we are currently in bear market. And we will leave the bear market when Bitcoin goes above $55,200. After which we can all hope to having a bull run someday. Now we wait and continue building our respective projects.",rovercrc bitcoin dipped 20 time high currently bear market leave bear market bitcoin goes 55200 hope bull run someday wait continue building respective projects
1515653141181734920,robster_btc,2022-04-17 11:27:22+00:00,"Bitcoin is the honey badger of currencies. It does not care about what you think of it, it just keeps going.",bitcoin honey badger currencies care think keeps going
1515653128930140160,724forexsignals,2022-04-17 11:27:20+00:00,🔴  Live Bitcoin Signals: M1 - M5 - M15 TIME FRAME LIVE https://t.co/33pLiaDUX1 via @YouTube,live bitcoin signals m1 m5 m15 time frame live via youtube
1515653120294273028,Cryptofuture174,2022-04-17 11:27:18+00:00,"@Crypto__emily The biggest #giveaway of $65K. 
#OMAX of the people , by the people , for the people.
#BSCGems #BNB #Binance #cryptocurrency #100xgem #Blockchain #Bitcoin #altcoin https://t.co/rBqSOvc8MG",crypto__emily biggest giveaway 65k omax people people peoplebscgems bnb binance cryptocurrency 100xgem blockchain bitcoin altcoin
1515653118389854213,anyeud1,2022-04-17 11:27:17+00:00,@MonetaryFrame #Bitcoin is king,monetaryframe bitcoin king
1515653113331556355,Stokes57721958,2022-04-17 11:27:16+00:00,"StokesHipHop found #bitcoin in a User vault at this location! Join me playing #coinhuntworld, It's awesome! https://t.co/w4Eex8O8lq #cryptocurrency #118418 https://t.co/S96FL7o4xi",stokeshiphop found bitcoin user vault location join playing coinhuntworld awesome cryptocurrency 118418
1515653104875630592,NFTNinja7,2022-04-17 11:27:14+00:00,"Nice Cosplay Token T-shirt from Japanese Sakura Exchange Bitcoin
#COT #コスプレトークン #CosplayToken #CurecosPlus #SEBC https://t.co/66yy0BVirp",nice cosplay token tshirt japanese sakura exchange bitcoincot cosplaytoken curecosplus sebc
1515653093861609474,benmai750v,2022-04-17 11:27:11+00:00,"@binance Do you know some of the highest Bitcoin owners invested years ago and where early adaptors.....The opportunity is not yet over, #SIYC is here to give you a better opportunity with the intense use cases and utility...",binance know highest bitcoin owners invested years ago early adaptorsthe opportunity yet siyc give better opportunity intense use cases utility
1515653070419550210,BitPLATES,2022-04-17 11:27:06+00:00,"@x218935 Don't forget, using #Bitcoin can mean one of three things...

1. Store of value
2. Medium of exchange
3. Unit of account

Not to mention the political use, as a vote against the legacy system.",x218935 dont forget using bitcoin mean one three things1 store value2 medium exchange3 unit accountnot mention political use vote legacy system
1515653057333276676,koinhopper,2022-04-17 11:27:02+00:00,"Taproot #Adoption Remains Low, But Devs Say It Isn’t a Problem for #Bitcoin https://t.co/XTsNcsPn0F",taproot adoption remains low devs say isnt problem bitcoin
1515653044591026176,LivePriceCrypto,2022-04-17 11:26:59+00:00,"#Bitcoin Last Price $40386 #BTC 🚀
Daily Indicators:
RSI: 41.4
MA(20): 43318
MA(50): 42153
MA(200): 48137
Bollinger B. lower/upper: 37937/48699

#Ethereum Last $3041 #ETH
RSI: 45.9
MA(20): 3237
MA(50): 2987
MA(200): 3494
BB: 2886/3589

DM for project price!
#Crypto #Live

37556",bitcoin last price 40386 btc daily indicatorsrsi 414ma20 43318ma50 42153ma200 48137bollinger b lowerupper 3793748699ethereum last 3041 ethrsi 459ma20 3237ma50 2987ma200 3494bb 28863589dm project pricecrypto live37556
1515653038920417281,1776_Antiques,2022-04-17 11:26:58+00:00,@hi_mija Can I get paid in #Bitcoin if my application is approved???,hi_mija get paid bitcoin application approved
1515653037959925760,Sander73748523,2022-04-17 11:26:58+00:00,@rovercrc Never say bitcoin cant do that! It will hunt you!,rovercrc never say bitcoin cant hunt
1515653014773645319,RonCrypt_,2022-04-17 11:26:52+00:00,@thecryptocactus Nfts have nothing to do with bitcoin.,thecryptocactus nfts nothing bitcoin
1515653013637152770,Gus21MCalderon,2022-04-17 11:26:52+00:00,"Today, the #few are on a path to being 100% allocated to #bitcoin, yet the #masses question the madness of the #maximalists and boil it down to simply #psychopathic behavior.    

#bitcoin is the antidote.   How much #fiat do you want to be left in your bloodstream? https://t.co/XOfvN1SpHj",today path 100 allocated bitcoin yet masses question madness maximalists boil simply psychopathic behavior bitcoin antidote much fiat want left bloodstream
1515653010927636489,BurwellColeman,2022-04-17 11:26:51+00:00,"Saylor Calls MicroStrategy’s Bitcoin Play ‘Tremendous Success,’ Promises More BTC Buys
https://t.co/lRzIAbXW4W",saylor calls microstrategys bitcoin play tremendous success promises btc buys
1515653006506741763,berkanlenck,2022-04-17 11:26:50+00:00,"Holy crap, this stuff really is going to change the world! - MicroStrategy CEO on #Bitcoin  and Lightning 🙌 https://t.co/gYMcmJqkp1",holy crap stuff really going change world microstrategy ceo bitcoin lightning
1515653004011216902,vlsss12,2022-04-17 11:26:50+00:00,this time it is different ⚠️👀 #BTC #Bitcoin https://t.co/q1qv7mSMYJ,time different btc bitcoin
1515653003688218625,mahtel1985,2022-04-17 11:26:50+00:00,@bitcoin_visions Good project,bitcoin_visions good project
1515652977184358402,CryptoRay123,2022-04-17 11:26:43+00:00,@BTC_Archive You’re not cheap. #HappyEaster y’all. #Bitcoin is “boring” time to fill up the basket. 🐰🧡 https://t.co/LqHG5ezLxG,btc_archive youre cheap happyeaster yall bitcoin boring time fill basket
1515652975666081798,rkaplan1,2022-04-17 11:26:43+00:00,"@YungGucciT @BitcoinMagazine The longer you play with that paper airplane, the less Bitcoin you could have.",yungguccit bitcoinmagazine longer play paper airplane less bitcoin could
1515652971434070023,Lougise,2022-04-17 11:26:42+00:00,"🦃#Twitter￼ Blocks #Musk - Will Others Bid?
👨‍⚕️#Trump’s ‘Doctor’s Note’ May Keep Him Out of Pres Race
🎢#Stocks, #Bitcoin Fall-#Inflation
🏠#Mortgages Hit 10 Year High 
💻#Russian #CyberAttacks
🥚Chocolate Cadbury Eggs Made Using Child Labor
https://t.co/d6oQYvaEGa
#breakingnews",twitter blocks musk others bidtrumps doctors note may keep pres racestocks bitcoin fallinflationmortgages hit 10 year high russian cyberattackschocolate cadbury eggs made using child laborbreakingnews
1515652969928212481,RssBit,2022-04-17 11:26:42+00:00,"AMC Theatres mobile app accepts Dogecoin, Shiba Inu and more AMC Theatre CEO Adam Aron disclosed that the iOS and Android mobile apps accept crypto payments via integration with BitPay, a bitcoin payment service provider.  https://t.co/u1pEl0ryhX",amc theatres mobile app accepts dogecoin shiba inu amc theatre ceo adam aron disclosed ios android mobile apps accept crypto payments via integration bitpay bitcoin payment service provider
1515652965599653893,mdyakeen1,2022-04-17 11:26:41+00:00,The platform of ETHAX is undoubtedly has the great future. The team is doing a great job with rapid development. An excellent project from a very promising team. #ethaxcrypto #ethaxtoken #DEX #cryptocurrency #Ethereum #BinanceSmartChain #Bitcoin,platform ethax undoubtedly great future team great job rapid development excellent project promising team ethaxcrypto ethaxtoken dex cryptocurrency ethereum binancesmartchain bitcoin
1515652960855871496,CELCATOFFICIAL,2022-04-17 11:26:39+00:00,"#CEL at $2 reminds me of #Bitcoin at $100 all over again.

You are Early 💜",cel 2 reminds bitcoin 100 againyou early
1515652942313005065,johnmorganFL,2022-04-17 11:26:35+00:00,"Could A Cardano, Bitcoin, and DOGE-based Twitter Rival By Elon Musk and Hoskinson Be The Next Big Thing?

https://t.co/rTF5aFIsBt",could cardano bitcoin dogebased twitter rival elon musk hoskinson next big thing
1515652939809017856,Sn4psh0t1,2022-04-17 11:26:34+00:00,@50trends_de @tanksen_f #bitcoin fixes this 👌🤣,50trends_de tanksen_f bitcoin fixes
1515652931483222022,Doctore33,2022-04-17 11:26:32+00:00,"Pennat Formation
Target 3.50$ 
#gmt #gmtusdt #stepn #gmtcoin #gmttoken #stepncoin #stepntoken #binance #binancetr #gateio #mexc #okex #ftx #kucoin #huboi #btc #bitcoin #eth #etherium #pennant #pennantformation https://t.co/cj9AnbcCjx",pennat formationtarget 350 gmt gmtusdt stepn gmtcoin gmttoken stepncoin stepntoken binance binancetr gateio mexc okex ftx kucoin huboi btc bitcoin eth etherium pennant pennantformation
1515652929486831618,OdessaDadmo,2022-04-17 11:26:32+00:00,"Is anyone else totally underwhelmed when they hear, ""to the moon""? I think it is stupid First, we have been there, second not since Dec 19, 1972 or around the time FIAT uncoupled from the Gold Standard. How about Bitcoin to the EARTH?",anyone else totally underwhelmed hear moon think stupid first second since dec 19 1972 around time fiat uncoupled gold standard bitcoin earth
1515652928794673152,danweintraub,2022-04-17 11:26:32+00:00,"#Bitcoin calls us to something different. The only wealth we should be chasing is the wealth we experience in our relationships to one another, in community. https://t.co/XWSUqLXfWl",bitcoin calls us something different wealth chasing wealth experience relationships one another community
1515652890303606785,PlattsburghBTC,2022-04-17 11:26:23+00:00,"If you want a little #bitcoin to play around with for applications or w/e, send me a message.",want little bitcoin play around applications send message
1515652877460541443,FolksBlogger,2022-04-17 11:26:20+00:00,"Crypto Fear And Greed Turns Neutral, What’s Next? #Bitcoin and the #crypto market have seen downside price action on shorter timeframes. The first crypto by market cap has been #trading in a tight range https://t.co/1ig3tKCxVv #art #eth #btc #fit #me #follow #writing #coin #sea",crypto fear greed turns neutral whats next bitcoin crypto market seen downside price action shorter timeframes first crypto market cap trading tight range art eth btc fit follow writing coin sea
1515652874889441284,FolksBlogger,2022-04-17 11:26:19+00:00,"Do Kwon’s Luna Foundation Guard becomes top 20 hodler of #Bitcoin 
Luna Foundation Guard (LFG) purchased another $176 #million worth of Bitcoin (BTC) on April 10 to become one of the top 20 most affluent Bitcoin https://t.co/YNlgOXktR5 #cute #coin #binance #usa #art #me",kwons luna foundation guard becomes top 20 hodler bitcoin luna foundation guard lfg purchased another 176 million worth bitcoin btc april 10 become one top 20 affluent bitcoin cute coin binance usa art
1515652873610178562,FolksBlogger,2022-04-17 11:26:19+00:00,"Bitcoin Data: Number Of Active Entities Remain In Bear Market Channel Data shows the number of active #Bitcoin entities has been steadily going up, but the growth pattern still remains in the bear market https://t.co/v34NjmU1fh #rap #trading #art #eth #writing #invest #me",bitcoin data number active entities remain bear market channel data shows number active bitcoin entities steadily going growth pattern still remains bear market rap trading art eth writing invest
1515652869126598662,4478Capital,2022-04-17 11:26:18+00:00,Fuk NFTS and fuck Bitcoin 🤣🤣,fuk nfts fuck bitcoin
1515652859190288394,berkanlenck,2022-04-17 11:26:15+00:00,Cryptocurrency is the future.’ — DJ Steve Aoki at the #Bitcoin  conference 🙌,cryptocurrency future dj steve aoki bitcoin conference
1515652842148843520,MatthewHyland_,2022-04-17 11:26:11+00:00,#Bitcoin 4 hour time frame https://t.co/AnSTcnoLa4,bitcoin 4 hour time frame
1515652837115670529,jserios54,2022-04-17 11:26:10+00:00,Earn free Bitcoin: https://t.co/VsnN8mysbP,earn free bitcoin
1515652834146017280,_Toshimoto,2022-04-17 11:26:09+00:00,@thelevelupexp People don’t understand money because they don’t understand #Bitcoin,thelevelupexp people dont understand money dont understand bitcoin
1515652829859381252,milkywaybuddha,2022-04-17 11:26:08+00:00,@JamieBTC Im a trader that believes in #bitcoin,jamiebtc im trader believes bitcoin
1515652822062157830,NovalArifin123,2022-04-17 11:26:06+00:00,"@AirdropStario This project looking very interesting.The project has a lot of attractions so hopefully the project will be better in the future and it's envy of the crypto world Good luck
@andrichanel2 
@bahanu84 
@Gojhin09 
#cryptocurrency #Airdrop #BSC #Bitcoin #USDT #Verasaw #VRSW #Airdrops",airdropstario project looking interestingthe project lot attractions hopefully project better future envy crypto world good luckandrichanel2 bahanu84 gojhin09 cryptocurrency airdrop bsc bitcoin usdt verasaw vrsw airdrops
1515652815976235008,LatestcryptoN,2022-04-17 11:26:05+00:00,"Could A Cardano, Bitcoin, and DOGE-based Twitter Rival By Elon Musk and Hoskinson Be The Next Big Thing? https://t.co/pi4YE60Ylr",could cardano bitcoin dogebased twitter rival elon musk hoskinson next bigthing
1515652810448146433,thyanh12020114,2022-04-17 11:26:04+00:00,"Bitcoin 50,000$ #BitcoinButton #Binance https://t.co/ghdZuihwZi",bitcoin 50000 bitcoinbutton binance
1515652810263699469,joxe1_lol,2022-04-17 11:26:04+00:00,"When dod twitter add tipping?
And why Bitcoin? 💀
Wouldn't just $ be easier? https://t.co/7eloDe9Ra5",dod twitter add tippingand bitcoin wouldnt easier
1515652790563090432,LivePriceCrypto,2022-04-17 11:25:59+00:00,"#Bitcoin Last Price $40366 #BTC 🚀
Daily Indicators:
RSI: 41.3
MA(20): 43317
MA(50): 42153
MA(200): 48137
Bollinger B. lower/upper: 37934/48700

#Ethereum Last $3040 #ETH
RSI: 45.9
MA(20): 3237
MA(50): 2987
MA(200): 3494
BB: 2885/3589

DM for project price!
#Crypto #Live

37555",bitcoin last price 40366 btc daily indicatorsrsi 413ma20 43317ma50 42153ma200 48137bollinger b lowerupper 3793448700ethereum last 3040 ethrsi 459ma20 3237ma50 2987ma200 3494bb 28853589dm project pricecrypto live37555
1515652787207503878,asad14318,2022-04-17 11:25:58+00:00,"@Alice_in_Crypto Great platform to spread news about the project. This will increase the visibility. Good work team.
#aliceincrypto #NFT #aliceNFT #Airdrop #bountycampaign #bitcoin #defi #Crypto #BSCGem #BSCGemsAlert #web3",alice_in_crypto great platform spread news project increase visibility good work teamaliceincrypto nft alicenft airdrop bountycampaign bitcoin defi crypto bscgem bscgemsalert web3
1515652759143559170,Criptoken1,2022-04-17 11:25:51+00:00,"We need a market cleanse. That means a hard dump during two years, dying 96% of shitcoins and scams rugpulls, letting only surive the real projects with real value.

@CuckWhale 

#Bitcoin #crypto 

#H5N1 | #H5N6 https://t.co/0uLczxUGkx",need market cleanse means hard dump two years dying 96 shitcoins scams rugpulls letting surive real projects real valuecuckwhale bitcoin crypto h5n1 h5n6
1515652757713260554,Boonyboi,2022-04-17 11:25:51+00:00,"Up and down and round she goes, where #Bitcoin stops, no-body knows.
But I'm gonna say we go back up to $43,614 and check the fib support line again. https://t.co/CXl4FOWpfQ",round goes bitcoin stops nobody knowsbut im gonna say go back 43614 check fib support line
1515652748129501186,iam516tv,2022-04-17 11:25:49+00:00,"bitcoin's gonna get volatile shortly

if not sure in direction, wouldn't be in alts, only in btc.dom longs 

$btc https://t.co/s5btMmrDuH",bitcoins gonna get volatile shortlyif sure direction wouldnt alts btcdom longs btc
1515652744794755075,Marsai_Sensi,2022-04-17 11:25:48+00:00,"@BSCGemAlert #Bitcoin won't make me a millionaire anymore, but $NoOne will! 

Thing is to buy solid projects early before they take off, that's how you make gains.

@NooneProphecy is a project with huge potential and real utilities. #P2EGame, #NFTs, #Staking, #DAO to name a few. #TrustNoOne https://t.co/JleOozRWxO",bscgemalert bitcoin wont make millionaire anymore noone thing buy solid projects early take thats make gainsnooneprophecy project huge potential real utilities p2egame nfts staking dao name trustnoone
1515652744643858441,tittyankop,2022-04-17 11:25:48+00:00,"@rovercrc Bear market, TA shows #Bitcoin will likely get another bad dip before we get the awaited pump, will definitely be trying times, never the less, let’s all continue to buy the dip and as we do so, it’s essential to follow experts like @CryptoMarkVerse to get more #Bitcoin analysis",rovercrc bear market ta shows bitcoin likely get another bad dip get awaited pump definitely trying times never less lets continue buy dip essential follow experts like cryptomarkverse get bitcoin analysis
1515652737890983941,MoonFetishNFTs,2022-04-17 11:25:46+00:00,Under the radar collection on @opensea... BITCOIN EASTER EGGS: Captures of the egg correlated with the #Bitcoin price in USD. #NFT #nftphotographer #NFTs #OpenSeaNFT #NFTartist #BTC #Easter2022 https://t.co/5B7BfgV02w https://t.co/yr5K5b0qMA,radar collection opensea bitcoin easter eggs captures egg correlated bitcoin price usd nft nftphotographer nfts openseanft nftartist btc easter2022
1515652731758862337,My_CryptoNews,2022-04-17 11:25:45+00:00,"AMC Theatres mobile app accepts Dogecoin, Shiba Inu and more AMC Theatre CEO Adam Aron disclosed that the iOS and Android mobile apps accept crypto payments via integration with BitPay, a bitcoin payment service provider. https://t.co/RBSfHV5JQa",amc theatres mobile app accepts dogecoin shiba inu amc theatre ceo adam aron disclosed ios android mobile apps accept crypto payments via integration bitpay bitcoin payment service provider
1515652731448537091,ffurknaydnn,2022-04-17 11:25:45+00:00,"@BscGemSniper #Shibnobi will be launching on #BSC in the coming weeks, get excited!! 🥷⛩

#SHINJA #BinanceSmartChain #DeFi #SHIBNOBI_DOJOSWAPV2 #BSCGem #Bitcoin #ElonMusk #Binance #dogecoin #shiba 
https://t.co/sP7IZz5I32",bscgemsniper shibnobi launching bsc coming weeks get excited shinja binancesmartchain defi shibnobi_dojoswapv2 bscgem bitcoin elonmusk binance dogecoin shiba
